IP1,IP2,IP3,IP4,case
165,232,185,80,1
47,93,221,190,1
87,121,52,33,1
186,137,249,237,1
117,214,237,118,1
59,178,38,163,1
149,56,13,76,1
83,34,113,6,1
161,35,154,120,1
123,173,81,13,1
45,132,194,54,1
197,255,205,131,1
78,47,253,202,1
165,22,9,150,1
142,111,24,10,1
58,208,115,238,1
39,73,33,133,1
121,202,35,115,1
103,50,162,156,1
116,110,90,36,1
157,230,29,5,1
46,167,233,32,1
110,24,32,148,1
181,102,82,155,1
31,133,75,170,1
37,187,56,66,1
80,106,24,122,1
103,82,233,2,1
188,56,216,116,1
189,248,93,110,1
117,240,142,212,1
178,93,84,213,1
18,116,204,14,1
186,249,92,27,1
50,210,4,102,1
140,99,28,11,1
187,211,157,46,1
37,48,73,13,1
178,155,5,132,1
146,70,22,122,1
35,154,84,205,1
177,70,167,32,1
124,85,31,76,1
173,234,227,187,1
86,174,191,179,1
63,45,207,209,1
150,117,126,57,1
100,37,46,95,1
177,73,169,222,1
95,141,17,253,1
200,106,202,204,1
112,133,242,45,1
188,250,101,63,1
139,59,65,30,1
45,23,142,187,1
103,113,69,236,1
14,40,120,171,1
37,9,55,192,1
114,138,202,199,1
202,66,177,136,1
185,226,165,230,1
103,112,0,41,1
69,163,160,118,1
154,21,27,106,1
141,11,187,164,1
168,235,86,202,1
67,205,144,9,1
104,248,151,211,1
66,135,34,113,1
117,195,28,175,1
154,89,127,66,1
166,152,85,9,1
91,185,57,90,1
122,170,110,218,1
222,133,115,133,1
137,184,190,188,1
42,192,51,101,1
162,243,74,227,1
137,184,78,25,1
151,80,186,129,1
154,13,125,86,1
34,124,149,238,1
117,210,149,21,1
185,181,246,62,1
185,84,175,93,1
186,93,188,7,1
120,34,199,240,1
103,117,195,241,1
51,250,81,245,1
117,102,123,130,1
163,125,41,244,1
165,227,161,5,1
45,83,193,81,1
59,97,160,154,1
113,212,69,160,1
153,120,149,123,1
121,5,155,191,1
66,23,233,43,1
78,157,100,13,1
216,152,252,151,1
178,156,202,117,1
85,105,188,59,1
59,178,32,112,1
114,227,2,75,1
216,151,137,233,1
175,214,194,49,1
5,167,64,252,1
112,199,135,250,1
43,156,243,245,1
188,212,135,35,1
49,89,229,144,1
162,191,191,138,1
117,207,222,53,1
74,50,80,172,1
23,236,131,94,1
104,47,17,169,1
117,210,150,110,1
68,10,18,22,1
191,96,150,189,1
111,88,46,67,1
43,153,193,111,1
161,35,42,31,1
193,151,91,86,1
122,117,176,173,1
203,194,117,91,1
5,161,150,255,1
59,126,1,179,1
117,4,88,156,1
147,78,47,67,1
64,227,112,4,1
59,182,21,21,1
186,33,109,243,1
34,147,155,2,1
43,153,12,87,1
142,93,153,91,1
62,210,201,91,1
92,205,3,142,1
81,173,112,66,1
36,111,142,9,1
110,40,224,160,1
109,57,233,234,1
180,117,205,130,1
185,112,150,150,1
8,222,236,189,1
81,12,123,34,1
218,159,150,2,1
45,79,157,42,1
222,65,231,110,1
92,162,107,172,1
103,252,90,218,1
191,11,161,47,1
78,129,152,232,1
24,201,165,190,1
176,125,138,93,1
31,146,237,160,1
178,44,255,212,1
45,230,84,159,1
222,246,113,115,1
5,45,176,206,1
46,130,4,94,1
190,36,178,157,1
79,76,80,172,1
90,144,230,29,1
101,37,152,212,1
180,242,235,101,1
103,229,200,125,1
177,93,51,98,1
59,95,214,166,1
59,89,53,35,1
114,228,162,105,1
210,142,100,173,1
91,147,235,99,1
72,167,161,46,1
82,14,242,30,1
85,249,30,106,1
188,247,48,198,1
149,34,244,229,1
121,202,198,67,1
79,142,69,160,1
122,117,195,230,1
80,70,109,241,1
118,163,138,75,1
124,234,184,224,1
159,65,150,151,1
70,166,177,105,1
107,182,129,240,1
107,72,164,126,1
87,241,175,54,1
106,75,50,100,1
185,153,3,124,1
146,185,236,72,1
34,80,176,116,1
120,57,214,253,1
167,20,162,90,1
221,241,94,172,1
1,34,100,72,1
162,243,133,40,1
1,190,138,37,1
153,147,255,230,1
76,89,64,139,1
111,59,117,135,1
117,196,233,143,1
123,136,217,135,1
150,214,61,183,1
191,240,14,155,1
209,38,235,253,1
46,98,204,205,1
59,178,184,41,1
87,123,139,221,1
71,249,84,137,1
223,10,11,29,1
37,255,249,155,1
143,198,121,148,1
31,53,91,15,1
103,20,61,65,1
117,194,202,152,1
62,210,129,246,1
222,104,37,68,1
95,217,194,183,1
183,82,57,223,1
125,227,158,13,1
68,53,195,9,1
212,164,78,170,1
83,4,210,79,1
106,201,241,226,1
194,207,230,214,1
173,234,225,57,1
113,177,71,144,1
181,0,25,226,1
218,158,27,85,1
189,130,11,248,1
103,217,244,124,1
59,178,5,32,1
174,142,197,90,1
115,239,244,126,1
211,198,11,175,1
52,35,177,68,1
71,246,13,114,1
175,100,103,170,1
46,98,192,233,1
122,116,196,209,1
109,227,199,25,1
117,194,238,227,1
8,211,2,219,1
115,96,212,113,1
204,9,39,100,1
117,235,100,238,1
95,217,155,140,1
120,79,128,201,1
190,214,77,248,1
139,59,39,169,1
177,200,94,187,1
5,167,65,148,1
175,150,113,11,1
34,141,51,79,1
128,1,41,4,1
110,4,27,27,1
188,68,47,117,1
8,140,181,2,1
193,38,55,58,1
61,84,217,1,1
120,57,215,230,1
117,194,237,249,1
211,229,22,200,1
220,125,134,100,1
45,42,47,69,1
109,205,115,234,1
162,55,183,209,1
125,167,126,252,1
216,250,10,31,1
157,245,136,156,1
181,101,54,45,1
223,10,6,254,1
81,16,255,42,1
219,115,18,72,1
165,232,119,168,1
77,75,78,168,1
126,170,214,237,1
187,101,69,232,1
202,152,33,132,1
45,86,200,96,1
182,23,103,50,1
165,90,123,31,1
117,177,38,31,1
101,109,245,200,1
153,172,202,34,1
121,228,24,31,1
146,70,128,43,1
50,223,38,94,1
112,67,60,42,1
129,226,210,53,1
115,96,127,124,1
116,113,68,130,1
103,31,109,59,1
51,161,105,244,1
37,114,168,47,1
196,240,237,137,1
41,242,142,196,1
123,175,98,82,1
185,81,157,70,1
45,85,146,35,1
59,178,179,68,1
208,123,130,173,1
188,126,73,10,1
98,14,181,230,1
34,201,121,71,1
213,43,32,46,1
37,9,55,85,1
191,211,71,65,1
64,227,138,43,1
121,131,5,204,1
117,233,186,190,1
164,92,252,31,1
139,99,102,232,1
182,58,239,231,1
59,31,43,118,1
103,215,170,99,1
66,249,69,53,1
116,74,47,8,1
190,145,105,146,1
116,90,234,174,1
109,61,234,100,1
210,146,36,62,1
117,233,222,109,1
159,223,176,158,1
110,232,83,118,1
190,205,208,154,1
78,180,182,60,1
47,251,27,110,1
20,251,117,11,1
161,35,199,80,1
180,40,49,33,1
59,94,77,123,1
196,240,105,118,1
66,74,46,129,1
8,219,3,64,1
176,67,100,33,1
37,152,205,85,1
202,124,157,6,1
185,244,20,41,1
216,151,138,29,1
83,28,67,208,1
5,153,233,42,1
59,89,35,236,1
178,16,28,166,1
204,157,241,185,1
59,89,150,141,1
80,91,25,223,1
113,212,69,248,1
81,28,6,215,1
173,174,241,123,1
120,75,204,101,1
125,110,53,113,1
46,70,90,121,1
185,66,141,239,1
79,115,155,137,1
20,169,134,130,1
143,137,235,2,1
178,203,120,68,1
98,19,241,3,1
66,111,39,40,1
59,178,34,74,1
187,71,248,88,1
75,112,74,197,1
14,104,204,225,1
192,241,237,50,1
59,89,130,174,1
123,142,199,134,1
167,99,213,140,1
14,227,73,60,1
59,4,155,150,1
108,62,61,218,1
111,88,47,69,1
39,152,78,145,1
114,32,91,224,1
194,163,137,138,1
40,127,156,222,1
103,103,122,241,1
182,121,63,32,1
143,110,249,116,1
186,177,98,100,1
148,72,232,125,1
43,240,67,91,1
117,197,35,0,1
178,34,147,170,1
113,0,167,54,1
154,221,17,208,1
45,86,200,167,1
115,75,160,196,1
106,41,137,147,1
92,205,29,162,1
61,53,93,125,1
8,222,176,134,1
195,154,107,223,1
3,85,79,75,1
116,15,64,87,1
20,212,151,65,1
117,235,80,129,1
61,0,138,231,1
85,73,234,36,1
99,239,69,233,1
103,169,132,70,1
31,173,83,126,1
103,91,180,170,1
114,95,148,112,1
180,246,147,5,1
192,251,226,155,1
46,101,217,153,1
90,150,203,82,1
146,56,139,102,1
119,148,35,120,1
192,241,206,206,1
156,221,217,144,1
185,210,86,146,1
103,124,251,101,1
37,9,55,177,1
96,239,37,51,1
117,201,77,214,1
190,2,152,163,1
223,17,120,140,1
192,241,196,237,1
136,53,110,30,1
68,183,119,39,1
203,122,225,70,1
84,189,110,238,1
77,9,112,150,1
43,142,87,223,1
75,3,192,16,1
117,245,206,157,1
37,59,106,38,1
8,222,250,4,1
62,149,5,18,1
146,190,95,53,1
185,234,247,180,1
117,222,188,214,1
46,29,229,198,1
223,100,64,194,1
81,213,214,180,1
187,122,167,121,1
118,38,80,138,1
203,63,195,196,1
185,197,74,94,1
103,217,156,14,1
45,95,169,146,1
89,44,181,248,1
149,62,172,62,1
38,93,246,135,1
5,167,69,14,1
91,134,140,84,1
83,40,32,132,1
87,120,84,67,1
177,67,219,1,1
171,245,196,79,1
220,133,88,234,1
149,248,1,254,1
59,97,200,107,1
185,46,122,144,1
153,156,243,232,1
49,75,120,114,1
59,182,0,224,1
162,243,146,31,1
177,251,61,31,1
178,128,236,76,1
81,156,91,208,1
216,151,130,205,1
160,251,105,18,1
45,116,76,177,1
197,255,133,214,1
175,193,97,249,1
129,146,71,46,1
138,197,142,32,1
116,75,28,167,1
103,94,66,202,1
46,232,132,249,1
58,142,69,167,1
85,132,106,131,1
125,244,236,80,1
208,113,165,91,1
84,22,223,104,1
58,140,92,71,1
117,210,156,61,1
5,62,60,58,1
61,131,122,142,1
62,171,141,20,1
190,154,110,224,1
191,36,153,200,1
191,57,44,101,1
188,116,160,84,1
45,142,235,46,1
191,203,107,125,1
67,149,254,242,1
117,242,208,165,1
122,180,196,253,1
179,36,110,189,1
15,204,140,137,1
108,62,59,144,1
107,189,7,175,1
42,192,41,216,1
177,57,165,66,1
128,199,102,17,1
31,57,83,234,1
34,142,56,11,1
223,210,0,71,1
181,34,155,81,1
178,234,82,26,1
211,137,24,100,1
207,148,119,18,1
122,170,5,56,1
5,167,65,58,1
31,135,78,37,1
8,219,242,106,1
160,119,156,53,1
186,4,176,205,1
59,182,78,28,1
111,70,16,232,1
73,232,96,15,1
68,183,139,19,1
201,238,215,141,1
180,24,153,216,1
118,173,139,72,1
20,171,33,17,1
20,91,190,24,1
117,33,141,244,1
45,186,159,27,1
5,152,131,189,1
118,44,148,45,1
66,249,79,107,1
37,72,84,106,1
70,35,200,77,1
196,189,180,202,1
114,36,175,59,1
103,133,200,191,1
49,233,10,248,1
181,17,13,1,1
162,241,193,63,1
121,136,86,244,1
138,68,72,162,1
14,139,58,152,1
187,223,216,110,1
54,221,194,49,1
60,219,50,43,1
188,143,233,99,1
34,124,163,127,1
84,166,152,205,1
109,251,252,123,1
172,81,62,237,1
162,216,150,3,1
121,226,255,100,1
117,240,28,81,1
69,36,4,40,1
197,211,114,217,1
202,161,191,129,1
191,102,143,139,1
139,196,207,33,1
203,205,11,164,1
59,182,12,203,1
77,22,33,5,1
113,221,47,158,1
95,129,116,84,1
92,46,41,208,1
36,3,248,134,1
78,26,164,218,1
20,96,10,88,1
49,232,62,214,1
161,35,24,53,1
81,172,177,242,1
220,135,232,150,1
87,250,224,224,1
120,57,122,237,1
59,99,65,215,1
124,41,248,56,1
223,8,220,118,1
46,219,4,20,1
117,215,76,174,1
121,46,24,111,1
112,90,216,132,1
104,211,211,67,1
54,147,246,36,1
195,3,147,76,1
164,92,91,89,1
103,179,254,71,1
117,253,26,183,1
114,200,216,163,1
184,189,41,80,1
184,59,55,89,1
194,110,134,41,1
111,67,193,79,1
119,40,83,242,1
59,177,128,180,1
143,42,1,128,1
45,74,6,27,1
80,243,181,119,1
113,193,219,14,1
79,110,48,194,1
152,228,230,147,1
46,101,154,24,1
180,4,10,9,1
88,248,2,160,1
109,40,241,148,1
49,5,9,196,1
103,124,207,17,1
78,72,165,71,1
173,249,12,221,1
87,180,10,198,1
200,63,97,53,1
125,26,99,212,1
45,175,179,229,1
191,242,106,176,1
109,104,190,157,1
188,162,43,134,1
216,152,252,1,1
68,233,112,182,1
95,38,75,132,1
140,113,212,4,1
113,25,130,176,1
60,248,45,60,1
117,235,32,73,1
165,16,106,206,1
49,0,246,130,1
180,119,208,226,1
114,238,62,86,1
5,167,68,239,1
1,60,119,69,1
89,22,103,95,1
51,255,162,65,1
197,14,82,93,1
96,126,107,7,1
121,227,120,158,1
34,127,61,249,1
112,119,95,171,1
14,97,218,174,1
114,142,165,254,1
162,191,188,98,1
159,223,79,49,1
45,182,250,30,1
117,95,169,236,1
203,206,87,88,1
92,63,192,127,1
188,214,152,70,1
222,117,188,4,1
77,218,63,162,1
191,57,53,68,1
114,227,67,230,1
181,30,97,242,1
68,178,162,248,1
143,110,190,238,1
59,89,53,174,1
212,71,237,140,1
181,101,117,152,1
112,217,41,237,1
59,152,63,146,1
94,127,201,221,1
173,232,226,19,1
121,132,10,245,1
220,135,242,40,1
78,29,106,14,1
195,201,129,228,1
45,83,66,230,1
121,183,246,109,1
152,228,218,231,1
49,204,233,57,1
119,181,148,39,1
59,127,239,159,1
110,238,81,19,1
110,49,145,48,1
223,214,235,146,1
116,74,225,93,1
59,95,143,73,1
37,78,56,5,1
183,250,71,32,1
205,234,198,247,1
173,62,253,103,1
117,235,94,203,1
175,178,211,141,1
5,167,67,129,1
97,75,145,12,1
219,151,237,134,1
223,27,34,168,1
181,102,75,243,1
46,38,254,246,1
111,67,200,120,1
89,31,140,28,1
134,209,92,152,1
108,62,62,220,1
190,52,34,103,1
223,226,244,204,1
186,44,205,218,1
201,139,195,117,1
103,60,197,251,1
88,31,75,119,1
202,202,218,242,1
109,186,85,239,1
59,95,8,140,1
1,119,131,102,1
112,165,44,229,1
160,177,181,125,1
86,140,105,151,1
200,43,89,216,1
103,166,230,92,1
54,196,153,113,1
59,178,4,200,1
2,56,177,213,1
190,254,58,196,1
117,233,198,20,1
68,224,162,235,1
66,76,58,60,1
188,31,117,144,1
68,185,194,111,1
109,165,134,150,1
59,98,165,81,1
178,128,113,191,1
123,4,242,128,1
43,134,42,28,1
112,27,85,113,1
178,62,214,59,1
218,86,60,118,1
5,167,66,204,1
89,238,139,13,1
175,8,130,194,1
99,29,110,68,1
211,115,213,103,1
98,23,92,40,1
178,239,169,130,1
115,210,229,249,1
114,218,145,225,1
198,255,233,196,1
119,15,211,201,1
120,57,214,112,1
158,174,107,91,1
112,80,47,93,1
186,179,100,46,1
187,199,241,22,1
45,13,227,155,1
193,56,113,29,1
202,165,24,39,1
41,210,23,217,1
72,131,196,108,1
5,255,110,10,1
92,241,164,76,1
14,182,165,108,1
181,34,195,245,1
36,224,3,216,1
113,191,240,61,1
110,181,238,216,1
108,62,63,210,1
179,165,213,55,1
1,117,244,240,1
49,87,214,173,1
221,168,32,137,1
178,44,201,40,1
45,154,255,139,1
68,183,5,154,1
221,134,148,177,1
164,92,91,240,1
106,12,168,106,1
121,190,68,26,1
82,209,194,85,1
85,187,119,128,1
117,233,131,156,1
105,214,28,117,1
20,196,67,2,1
77,120,122,10,1
89,44,180,100,1
192,241,202,24,1
103,13,120,103,1
114,45,55,193,1
103,86,44,202,1
78,188,200,185,1
103,59,203,65,1
188,123,131,96,1
192,251,226,174,1
182,46,29,153,1
72,133,185,232,1
95,229,239,114,1
177,129,105,80,1
79,224,96,103,1
165,227,8,190,1
110,78,168,123,1
85,173,75,82,1
180,149,224,217,1
188,75,173,116,1
178,134,200,250,1
69,13,196,47,1
191,57,98,202,1
138,199,36,194,1
82,127,242,250,1
139,144,232,249,1
92,37,252,111,1
158,160,49,21,1
179,173,39,84,1
14,102,51,3,1
117,60,172,253,1
119,99,188,205,1
144,217,24,9,1
192,141,249,199,1
220,133,202,29,1
113,193,202,222,1
193,19,109,117,1
185,239,84,163,1
81,163,51,241,1
192,241,206,98,1
222,188,175,124,1
222,174,181,230,1
123,4,87,178,1
114,35,176,173,1
113,193,92,227,1
201,138,155,37,1
83,30,132,199,1
110,178,51,247,1
216,74,80,182,1
218,63,225,177,1
201,199,93,54,1
1,22,222,15,1
95,9,92,126,1
67,205,149,234,1
95,87,213,16,1
110,183,31,113,1
95,217,83,85,1
187,69,9,6,1
205,209,97,120,1
71,213,241,14,1
46,181,102,77,1
159,203,42,143,1
192,241,205,124,1
75,75,70,74,1
106,107,237,11,1
62,109,13,205,1
218,75,136,139,1
114,227,27,19,1
193,95,228,13,1
84,252,122,55,1
206,189,83,159,1
5,3,250,176,1
89,165,120,91,1
197,159,218,209,1
183,89,139,27,1
94,156,161,61,1
128,199,148,131,1
92,21,249,208,1
114,34,112,235,1
50,253,49,189,1
181,123,188,162,1
47,254,16,187,1
87,196,184,69,1
183,131,95,53,1
217,160,158,55,1
150,138,115,165,1
14,47,67,181,1
45,184,31,65,1
222,187,254,41,1
92,36,153,98,1
117,63,107,83,1
97,107,132,164,1
105,155,72,220,1
181,17,135,133,1
37,232,173,46,1
93,113,233,63,1
218,30,128,34,1
175,173,123,115,1
121,228,235,169,1
36,68,54,150,1
185,186,243,146,1
108,62,60,213,1
31,220,4,240,1
47,92,162,51,1
103,112,206,34,1
185,182,194,12,1
164,152,167,208,1
121,202,102,192,1
78,8,109,46,1
185,126,3,12,1
96,73,132,133,1
82,27,199,206,1
193,193,70,85,1
222,120,60,202,1
112,113,213,155,1
103,247,151,215,1
220,122,38,178,1
74,198,125,100,1
187,170,193,18,1
58,219,117,45,1
34,148,52,133,1
14,234,113,71,1
47,90,164,3,1
61,224,111,230,1
122,49,208,37,1
196,189,199,41,1
94,189,232,250,1
76,228,69,81,1
46,182,19,219,1
163,172,51,113,1
194,226,129,146,1
59,92,158,184,1
187,221,214,49,1
173,184,50,175,1
61,68,172,126,1
148,204,78,2,1
50,116,50,171,1
75,82,204,83,1
46,19,35,176,1
110,182,241,174,1
103,220,6,254,1
188,213,176,94,1
183,214,247,40,1
178,47,117,138,1
146,196,120,194,1
144,126,206,195,1
36,49,51,146,1
181,101,39,6,1
108,36,70,214,1
35,200,237,93,1
62,148,133,110,1
73,2,244,255,1
104,131,73,215,1
139,59,26,97,1
167,86,96,195,1
191,246,203,220,1
103,217,244,145,1
18,188,161,239,1
101,43,184,170,1
77,51,207,4,1
14,254,232,152,1
162,191,176,236,1
188,143,232,191,1
217,182,131,4,1
178,62,255,213,1
103,79,96,209,1
151,238,194,144,1
113,200,35,194,1
120,57,122,212,1
36,255,184,22,1
47,98,165,47,1
181,214,218,132,1
5,181,43,219,1
60,249,198,163,1
27,124,5,108,1
213,205,209,243,1
50,245,168,106,1
165,227,24,251,1
95,164,19,29,1
59,19,243,164,1
159,223,45,126,1
5,135,6,188,1
3,92,186,158,1
108,62,61,130,1
157,211,199,188,1
139,59,46,79,1
113,131,183,18,1
79,132,204,130,1
89,97,242,120,1
81,174,65,27,1
201,137,130,175,1
187,170,68,22,1
122,116,68,71,1
188,31,20,74,1
120,210,206,165,1
157,230,42,76,1
168,253,119,228,1
190,34,204,10,1
61,183,71,118,1
146,190,35,107,1
36,112,10,36,1
80,82,78,104,1
66,34,13,70,1
192,210,215,11,1
157,55,39,160,1
185,5,249,180,1
183,146,16,72,1
83,227,46,130,1
172,122,79,54,1
125,139,82,65,1
185,245,84,28,1
120,79,21,171,1
192,241,216,115,1
223,247,179,42,1
159,223,72,12,1
5,167,65,106,1
183,236,126,249,1
93,207,103,144,1
182,177,160,99,1
46,101,97,18,1
194,28,147,222,1
68,183,126,113,1
117,222,189,25,1
121,121,22,53,1
34,221,179,213,1
200,83,202,237,1
120,57,43,172,1
118,173,65,234,1
111,122,93,142,1
36,10,87,26,1
173,234,226,89,1
178,137,16,101,1
175,178,230,99,1
67,209,200,124,1
95,216,206,52,1
154,13,104,64,1
121,234,191,207,1
95,249,80,113,1
64,39,106,53,1
103,157,162,107,1
177,62,134,126,1
187,204,232,102,1
111,19,156,19,1
182,56,166,75,1
45,120,49,160,1
77,73,131,191,1
196,1,238,226,1
59,95,8,156,1
185,86,164,110,1
189,113,185,6,1
117,233,205,77,1
122,117,60,141,1
59,182,69,82,1
114,233,70,233,1
60,53,203,3,1
45,146,241,237,1
41,169,129,187,1
63,47,106,153,1
86,144,98,188,1
59,23,21,94,1
125,27,64,195,1
97,107,132,172,1
103,40,123,18,1
167,250,103,221,1
108,62,63,69,1
218,154,163,126,1
120,234,207,210,1
172,126,156,60,1
114,33,159,70,1
110,136,241,180,1
81,191,125,139,1
76,214,9,223,1
104,248,61,192,1
128,199,131,44,1
187,190,252,168,1
23,224,186,203,1
103,170,92,11,1
122,235,190,245,1
114,228,106,198,1
108,62,57,90,1
185,116,254,8,1
185,230,168,147,1
34,93,116,89,1
37,113,179,94,1
173,255,238,11,1
179,240,216,3,1
93,143,100,65,1
35,243,191,213,1
220,132,21,68,1
64,98,242,87,1
64,227,103,202,1
122,166,158,30,1
43,153,50,190,1
128,92,209,36,1
14,226,105,238,1
190,156,238,124,1
154,89,5,104,1
182,58,173,50,1
75,109,111,89,1
180,182,125,13,1
45,55,160,193,1
212,102,40,79,1
77,92,251,6,1
220,197,14,56,1
118,39,123,180,1
117,245,65,137,1
59,88,64,5,1
95,155,34,29,1
20,205,56,219,1
178,128,110,58,1
66,94,108,179,1
188,166,14,99,1
182,48,205,125,1
54,227,233,121,1
2,57,122,155,1
62,76,177,123,1
182,240,3,86,1
125,228,129,156,1
115,241,25,114,1
194,39,164,131,1
157,230,58,43,1
178,128,243,225,1
106,58,116,118,1
14,49,37,100,1
73,235,127,162,1
121,231,66,245,1
117,235,98,188,1
181,83,224,113,1
82,80,181,19,1
113,26,53,43,1
46,118,118,233,1
167,172,87,192,1
218,87,91,108,1
175,6,27,209,1
218,156,146,208,1
31,216,224,5,1
45,66,250,134,1
222,122,179,208,1
110,46,64,140,1
79,110,48,254,1
124,123,64,72,1
187,102,26,151,1
59,94,72,78,1
64,225,20,153,1
87,17,210,208,1
115,99,12,30,1
83,108,2,237,1
84,232,112,127,1
76,14,109,203,1
72,167,40,25,1
8,222,229,15,1
117,215,41,114,1
46,35,115,98,1
122,154,72,102,1
93,117,5,47,1
220,84,163,36,1
182,114,250,148,1
35,236,172,75,1
162,216,150,205,1
49,213,203,50,1
140,99,28,181,1
114,119,154,113,1
188,215,223,180,1
217,25,31,20,1
51,104,242,232,1
88,99,188,180,1
121,233,219,237,1
72,15,247,113,1
106,12,212,202,1
46,236,65,85,1
217,112,92,95,1
220,178,59,162,1
100,37,20,246,1
178,13,78,150,1
121,208,75,142,1
37,9,55,131,1
173,68,54,243,1
112,30,163,77,1
45,83,67,146,1
200,26,233,249,1
39,184,159,150,1
117,197,139,109,1
154,16,192,203,1
76,82,165,98,1
5,167,64,168,1
187,71,90,226,1
45,95,169,242,1
116,108,20,255,1
183,17,225,48,1
185,225,69,203,1
116,105,173,97,1
103,231,162,68,1
23,237,48,45,1
104,248,226,26,1
59,182,51,227,1
110,187,137,222,1
88,254,184,67,1
170,130,205,86,1
98,161,244,216,1
182,56,185,104,1
103,127,8,226,1
27,112,78,72,1
51,79,79,43,1
209,16,78,27,1
115,77,105,26,1
171,116,223,43,1
115,68,248,247,1
185,96,70,31,1
39,112,3,168,1
36,156,28,133,1
138,68,169,78,1
106,248,246,90,1
181,113,121,158,1
213,210,67,186,1
188,143,233,170,1
166,211,227,117,1
91,150,103,225,1
189,158,84,31,1
109,188,135,83,1
181,34,169,132,1
95,244,176,241,1
85,116,127,155,1
146,190,79,111,1
59,40,187,12,1
84,85,18,237,1
94,43,205,110,1
60,248,221,78,1
92,184,110,210,1
201,175,73,218,1
117,54,13,174,1
76,188,24,162,1
89,223,121,250,1
189,93,199,201,1
20,52,152,124,1
216,151,130,35,1
178,175,187,254,1
39,34,243,14,1
70,121,184,193,1
85,112,51,69,1
161,35,95,194,1
5,167,71,19,1
222,232,17,73,1
110,182,156,93,1
